frame,kind,death_cause,gender,number of agents
0,fox,alive,female,25
0,fox,alive,male,25
0,grass,alive,---,972
0,grass,eaten,---,28
0,rabbit,alive,female,22
0,rabbit,alive,male,28
1,fox,alive,female,25
1,fox,alive,male,25
1,grass,alive,---,964
1,grass,eaten,---,21
1,rabbit,alive,female,22
1,rabbit,alive,male,28
2,fox,alive,female,25
2,fox,alive,male,25
2,grass,alive,---,956
2,grass,eaten,---,17
2,rabbit,alive,female,22
2,rabbit,alive,male,28
3,fox,alive,female,25
3,fox,alive,male,25
3,grass,alive,---,955
3,grass,eaten,---,10
3,rabbit,alive,female,22
3,rabbit,alive,male,28
4,fox,alive,female,25
4,fox,alive,male,25
4,grass,alive,---,952
4,grass,eaten,---,9
4,rabbit,alive,female,22
4,rabbit,alive,male,28
5,fox,alive,female,25
5,fox,alive,male,25
5,grass,alive,---,950
5,grass,eaten,---,8
5,rabbit,alive,female,22
5,rabbit,alive,male,28
6,fox,alive,female,25
6,fox,alive,male,25
6,grass,alive,---,947
6,grass,eaten,---,8
6,rabbit,alive,female,22
6,rabbit,alive,male,28
7,fox,alive,female,25
7,fox,alive,male,25
7,grass,alive,---,944
7,grass,eaten,---,4
7,rabbit,alive,female,22
7,rabbit,alive,male,28
8,fox,alive,female,25
8,fox,alive,male,25
8,grass,alive,---,939
8,grass,eaten,---,7
8,rabbit,alive,female,22
8,rabbit,alive,male,28
9,fox,alive,female,25
9,fox,alive,male,25
9,grass,alive,---,935
9,grass,eaten,---,7
9,rabbit,alive,female,22
9,rabbit,alive,male,26
9,rabbit,eaten,male,2
10,fox,alive,female,25
10,fox,alive,male,25
10,grass,alive,---,934
10,grass,eaten,---,3
10,rabbit,alive,female,22
10,rabbit,alive,male,25
10,rabbit,eaten,male,1
11,fox,alive,female,25
11,fox,alive,male,25
11,grass,alive,---,934
11,grass,eaten,---,1
11,rabbit,alive,female,22
11,rabbit,alive,male,25
12,fox,alive,female,25
12,fox,alive,male,25
12,grass,alive,---,931
12,grass,eaten,---,3
12,rabbit,alive,female,22
12,rabbit,alive,male,25
13,fox,alive,female,25
13,fox,alive,male,25
13,grass,alive,---,930
13,grass,eaten,---,3
13,rabbit,alive,female,22
13,rabbit,alive,male,25
14,fox,alive,female,25
14,fox,alive,male,25
14,grass,alive,---,929
14,grass,eaten,---,2
14,rabbit,alive,female,22
14,rabbit,alive,male,25
15,fox,alive,female,25
15,fox,alive,male,25
15,grass,alive,---,928
15,grass,eaten,---,2
15,rabbit,alive,female,22
