frame,kind,death_cause,gender,number of agents
0,fox,alive,female,29
0,fox,alive,male,21
0,rabbit,alive,female,22
0,rabbit,alive,male,28
1,fox,alive,female,29
1,fox,alive,male,21
1,rabbit,alive,female,22
1,rabbit,alive,male,28
2,fox,alive,female,29
2,fox,alive,male,21
2,rabbit,alive,female,22
2,rabbit,alive,male,28
3,fox,alive,female,29
3,fox,alive,male,21
3,rabbit,alive,female,22
3,rabbit,alive,male,28
4,fox,alive,female,29
4,fox,alive,male,21
4,rabbit,alive,female,22
4,rabbit,alive,male,28
5,fox,alive,female,29
5,fox,alive,male,21
5,rabbit,alive,female,22
5,rabbit,alive,male,28
6,fox,alive,female,29
6,fox,alive,male,21
6,rabbit,alive,female,22
6,rabbit,alive,male,28
7,fox,alive,female,29
7,fox,alive,male,21
7,rabbit,alive,female,22
7,rabbit,alive,male,28
8,fox,alive,female,29
8,fox,alive,male,21
8,rabbit,alive,female,22
8,rabbit,alive,male,28
9,fox,alive,female,29
9,fox,alive,male,21
9,rabbit,alive,female,21
9,rabbit,alive,male,27
9,rabbit,eaten,female,1
9,rabbit,eaten,male,1
10,fox,alive,female,29
10,fox,alive,male,21
10,rabbit,alive,female,21
10,rabbit,alive,male,27
11,fox,alive,female,29
11,fox,alive,male,21
11,rabbit,alive,female,21
11,rabbit,alive,male,27
12,fox,alive,female,29
12,fox,alive,male,21
12,rabbit,alive,female,21
12,rabbit,alive,male,27
13,fox,alive,female,29
13,fox,alive,male,21
13,rabbit,alive,female,21
13,rabbit,alive,male,27
14,fox,alive,female,29
14,fox,alive,male,21
14,rabbit,alive,female,21
14,rabbit,alive,male,27
15,fox,alive,female,29
15,fox,alive,male,21
15,rabbit,alive,female,21
15,rabbit,alive,male,27
16,fox,alive,female,29
16,fox,alive,male,21
16,rabbit,alive,female,21
16,rabbit,alive,male,27
17,fox,alive,female,29
17,fox,alive,male,21
17,rabbit,alive,female,21
17,rabbit,alive,male,27
18,fox,alive,female,29
18,fox,alive,male,21
18,rabbit,alive,female,21
18,rabbit,alive,male,27
19,fox,alive,female,29
19,fox,alive,male,21
19,rabbit,alive,female,21
19,rabbit,alive,male,27
20,fox,alive,female,29
20,fox,alive,male,21
20,rabbit,alive,female,21
20,rabbit,alive,male,26
20,rabbit,eaten,male,1
21,fox,alive,female,29
21,fox,alive,male,21
21,rabbit,alive,female,21
21,rabbit,alive,male,26
22,fox,alive,female,29
22,fox,alive,male,21
22,rabbit,alive,female,21
22,rabbit,alive,male,26
23,fox,alive,female,29
23,fox,alive,male,21
23,rabbit,alive,female,20
23,rabbit,alive,male,26
23,rabbit,eaten,female,1
24,fox,alive,female,29
24,fox,alive,male,21
24,rabbit,alive,female,20
24,rabbit,alive,male,26
