frame,kind,death_cause,number of agents
0,fox,alive,50
0,rabbit,alive,50
1,fox,alive,54
1,rabbit,alive,56
2,fox,alive,56
2,rabbit,alive,58
3,fox,alive,60
3,rabbit,alive,61
4,fox,alive,65
4,rabbit,alive,63
5,fox,alive,68
5,rabbit,alive,67
6,fox,alive,70
6,rabbit,alive,71
7,fox,alive,73
7,rabbit,alive,71
7,rabbit,eaten,1
8,fox,alive,76
8,rabbit,alive,75
9,fox,alive,80
9,rabbit,alive,77
10,fox,alive,82
10,rabbit,alive,85
11,fox,alive,86
11,rabbit,alive,89
12,fox,alive,91
12,rabbit,alive,93
13,fox,alive,97
13,rabbit,alive,99
14,fox,alive,101
14,rabbit,alive,105
15,fox,alive,102
15,rabbit,alive,107
15,rabbit,eaten,1
16,fox,alive,104
16,rabbit,alive,111
17,fox,alive,107
17,rabbit,alive,117
18,fox,alive,109
18,rabbit,alive,123
19,fox,alive,114
19,rabbit,alive,130
20,fox,alive,120
20,rabbit,alive,132
20,rabbit,eaten,1
21,fox,alive,124
21,rabbit,alive,140
22,fox,alive,125
22,rabbit,alive,145
23,fox,alive,130
23,rabbit,alive,158
24,fox,alive,137
24,rabbit,alive,165
25,fox,alive,142
25,rabbit,alive,170
26,fox,alive,149
26,rabbit,alive,178
27,fox,alive,149
27,rabbit,alive,191
28,fox,alive,150
28,rabbit,alive,198
29,fox,alive,152
29,rabbit,alive,214
29,rabbit,eaten,1
30,fox,alive,154
30,rabbit,alive,225
30,rabbit,eaten,1
31,fox,alive,158
31,rabbit,alive,241
32,fox,alive,162
32,rabbit,alive,256
33,fox,alive,167
33,rabbit,alive,266
34,fox,alive,171
34,rabbit,alive,279
35,fox,alive,174
35,rabbit,alive,295
36,fox,alive,175
36,rabbit,alive,306
37,fox,alive,182
37,rabbit,alive,325
38,fox,alive,184
38,rabbit,alive,332
39,fox,alive,188
39,rabbit,alive,339
40,fox,alive,199
40,rabbit,alive,357
41,fox,alive,206
41,rabbit,alive,379
41,rabbit,eaten,1
42,fox,alive,219
42,rabbit,alive,396
42,rabbit,eaten,1
43,fox,alive,231
43,rabbit,alive,420
44,fox,alive,243
44,rabbit,alive,443
45,fox,alive,252
45,rabbit,alive,464
45,rabbit,eaten,1
46,fox,alive,266
46,rabbit,alive,488
47,fox,alive,273
47,rabbit,alive,515
48,fox,alive,282
48,rabbit,alive,541
49,fox,alive,291
49,rabbit,alive,559
50,fox,alive,294
50,rabbit,alive,591
50,rabbit,eaten,1
51,fox,alive,307
51,rabbit,alive,630
51,rabbit,eaten,1
52,fox,alive,317
52,rabbit,alive,662
53,fox,alive,320
53,rabbit,alive,681
54,fox,alive,314
54,rabbit,alive,687
55,fox,alive,312
55,rabbit,alive,687
55,rabbit,eaten,2
56,fox,alive,309
56,rabbit,alive,692
57,fox,alive,299
57,rabbit,alive,702
58,fox,alive,294
58,rabbit,alive,707
59,fox,alive,291
59,rabbit,alive,710
60,fox,alive,288
60,rabbit,alive,713
61,fox,alive,286
61,rabbit,alive,714
61,rabbit,eaten,1
62,fox,alive,286
62,rabbit,alive,714
62,rabbit,eaten,1
63,fox,alive,283
63,rabbit,alive,720
64,fox,alive,279
64,rabbit,alive,723
64,rabbit,eaten,1
65,fox,alive,277
65,rabbit,alive,727
65,rabbit,eaten,1
66,fox,alive,274
66,rabbit,alive,731
67,fox,alive,271
67,rabbit,alive,734
68,fox,alive,267
68,rabbit,alive,737
68,rabbit,eaten,1
69,fox,alive,262
69,rabbit,alive,743
69,rabbit,eaten,1
70,fox,alive,255
70,rabbit,alive,751
70,rabbit,eaten,1
71,fox,alive,251
71,rabbit,alive,755
71,rabbit,eaten,1
72,fox,alive,248
72,rabbit,alive,757
72,rabbit,eaten,2
73,fox,alive,244
73,rabbit,alive,765
74,fox,alive,240
74,rabbit,alive,768
74,rabbit,eaten,1
75,fox,alive,238
75,rabbit,alive,773
76,fox,alive,237
76,rabbit,alive,775
77,fox,alive,234
77,rabbit,alive,778
78,fox,alive,233
78,rabbit,alive,779
79,fox,alive,232
79,rabbit,alive,781
79,rabbit,eaten,1
80,fox,alive,232
80,rabbit,alive,783
81,fox,alive,228
81,rabbit,alive,787
82,fox,alive,225
82,rabbit,alive,789
82,rabbit,eaten,1
83,fox,alive,224
83,rabbit,alive,791
84,fox,alive,221
84,rabbit,alive,793
84,rabbit,eaten,1
85,fox,alive,221
85,rabbit,alive,794
85,rabbit,eaten,2
86,fox,alive,219
86,rabbit,alive,798
87,fox,alive,219
87,rabbit,alive,796
87,rabbit,eaten,2
88,fox,alive,216
88,rabbit,alive,801
89,fox,alive,216
89,rabbit,alive,801
89,rabbit,eaten,1
90,fox,alive,209
90,rabbit,alive,809
91,fox,alive,205
91,rabbit,alive,813
92,fox,alive,203
92,rabbit,alive,815
93,fox,alive,197
93,rabbit,alive,820
93,rabbit,eaten,1
94,fox,alive,191
94,rabbit,alive,828
94,rabbit,eaten,1
95,fox,alive,186
95,rabbit,alive,832
95,rabbit,eaten,2
96,fox,alive,179
96,rabbit,alive,841
97,fox,alive,171
97,rabbit,alive,849
98,fox,alive,162
98,rabbit,alive,856
99,fox,alive,158
99,rabbit,alive,862
100,fox,alive,150
100,rabbit,alive,870
101,fox,alive,140
101,rabbit,alive,879
101,rabbit,eaten,1
102,fox,alive,134
102,rabbit,alive,886
103,fox,alive,131
103,rabbit,alive,889
104,fox,alive,131
104,rabbit,alive,889
104,rabbit,eaten,1
105,fox,alive,130
105,rabbit,alive,890
105,rabbit,eaten,1
106,fox,alive,128
106,rabbit,alive,893
106,rabbit,eaten,1
107,fox,alive,126
107,rabbit,alive,896
108,fox,alive,124
108,rabbit,alive,898
108,rabbit,eaten,1
109,fox,alive,120
109,rabbit,alive,903
110,fox,alive,118
110,rabbit,alive,905
111,fox,alive,117
111,rabbit,alive,906
112,fox,alive,116
112,rabbit,alive,907
113,fox,alive,116
113,rabbit,alive,907
114,fox,alive,116
114,rabbit,alive,907
115,fox,alive,114
115,rabbit,alive,909
116,fox,alive,113
116,rabbit,alive,910
117,fox,alive,113
117,rabbit,alive,910
118,fox,alive,115
118,rabbit,alive,908
119,fox,alive,113
119,rabbit,alive,909
119,rabbit,eaten,1
120,fox,alive,112
120,rabbit,alive,911
121,fox,alive,110
121,rabbit,alive,913
122,fox,alive,108
122,rabbit,alive,915
123,fox,alive,105
123,rabbit,alive,918
124,fox,alive,103
124,rabbit,alive,920
125,fox,alive,102
125,rabbit,alive,921
126,fox,alive,101
126,rabbit,alive,922
127,fox,alive,101
127,rabbit,alive,922
128,fox,alive,101
128,rabbit,alive,922
129,fox,alive,100
129,rabbit,alive,923
130,fox,alive,97
130,rabbit,alive,926
131,fox,alive,94
131,rabbit,alive,928
131,rabbit,eaten,1
132,fox,alive,91
132,rabbit,alive,932
133,fox,alive,88
133,rabbit,alive,935
134,fox,alive,88
134,rabbit,alive,936
135,fox,alive,84
135,rabbit,alive,940
136,fox,alive,83
136,rabbit,alive,941
137,fox,alive,82
137,rabbit,alive,942
138,fox,alive,79
138,rabbit,alive,945
139,fox,alive,75
139,rabbit,alive,949
140,fox,alive,71
140,rabbit,alive,953
141,fox,alive,71
141,rabbit,alive,953
142,fox,alive,72
142,rabbit,alive,952
143,fox,alive,72
143,rabbit,alive,952
144,fox,alive,72
144,rabbit,alive,952
145,fox,alive,70
145,rabbit,alive,954
146,fox,alive,67
146,rabbit,alive,957
147,fox,alive,64
147,rabbit,alive,960
148,fox,alive,63
